0.0
calibration_0010.txt
0.15448346734046936,-0.05112099274992943,-9.6640043258667;0.0;0.16599999368190765,-0.022699998691678047,-9.80519962310791;-0.002722713630646467,0.0034208453726023436,-0.0013613568153232336;-0.01889999955892563,-0.006599999964237213,0.13580000400543213;0.0,0.0,0.0;0.0;-0.6700999736785889,-0.7422209978103638,-0.00481100007891655;0.0
-0.7855088710784912,-0.40467754006385803,-10.203215599060059;0.0;0.1664000004529953,-0.022499999031424522,-9.80519962310791;0.0010122909443452954,0.002460914198309183,-0.014765485189855099;-0.22529999911785126,0.07149999588727951,-0.18769998848438263;0.0,0.0,0.0;0.0;-0.6696419715881348,-0.7426339983940125,-0.00482999999076128;0.0
1.0395910739898682,0.08782889693975449,-9.108769416809082;0.0;0.16619999706745148,-0.019700000062584877,-9.80519962310791;-0.00874409917742014,0.003176499158143997,-0.003630284918472171;1.1380000114440918,0.29429998993873596,0.606499969959259;0.0,0.0,0.0;0.0;-0.6688169836997986,-0.7433769702911377,-0.004920000210404396;0.0
-0.7251749634742737,-0.23475627601146698,-10.282416343688965;0.0;0.1662999987602234,-0.01979999989271164,-9.80519962310791;0.0019198621157556772,1.9198621157556772E-4,-0.013281955383718014;-1.0586999654769897,-0.34289997816085815,-0.35439997911453247;0.0,0.0,0.0;0.0;-0.6684250235557556,-0.7437300086021423,-0.004916999954730272;0.0
0.6096786260604858,-0.08975382894277573,-9.094767570495605;0.0;0.1639999896287918,-0.019999999552965164,-9.80519962310791;-0.0026354470755904913,-0.004398229531943798,-0.009477137587964535;0.37529999017715454,0.2651999890804291,-0.10920000076293945;0.0,0.0,0.0;0.0;-0.6680179834365845,-0.7440969944000244,-0.00482399994507432;0.0
-0.17885644733905792,-0.31876400113105774,-9.461856842041016;0.0;0.16439999639987946,-0.01730000041425228,-9.80519962310791;-0.007120943162590265,0.004625122528523207,0.006195918656885624;1.041700005531311,0.203699991106987,0.7242000102996826;0.0,0.0,0.0;0.0;-0.6678950190544128,-0.7442070245742798,-0.004941000137478113;0.0
-0.8498266339302063,-0.4051755368709564,-10.055790901184082;0.0;0.16679999232292175,-0.01730000041425228,-9.80519962310791;-1.7453292093705386E-4,8.726646192371845E-4,-0.003508111694827676;-0.7748000025749207,-0.3847000002861023,0.037699997425079346;0.0,0.0,0.0;0.0;-0.6678019762039185,-0.744288980960846,-0.005024000070989132;0.0
0.45369166135787964,0.24471613764762878,-9.919330596923828;0.0;0.16589999198913574,-0.017500000074505806,-9.80519962310791;-0.0018325956771150231,-0.003281218931078911,-0.006492624990642071;0.11840000003576279,0.17440000176429749,-0.24650000035762787;0.0,0.0,0.0;0.0;-0.6677209734916687,-0.7443619966506958,-0.004983999766409397;0.0
0.7571040391921997,-0.044656649231910706,-9.120424270629883;0.0;0.16759999096393585,-0.01640000008046627,-9.80519962310791;-0.0050090947188436985,0.002251474652439356,0.0031066860537976027;1.146399974822998,0.26159998774528503,0.606499969959259;0.0,0.0,0.0;0.0;-0.6678280234336853,-0.7442650198936462,-0.0050849998369812965;0.0
-0.9776099920272827,-0.32943257689476013,-10.206788063049316;0.0;0.1687999963760376,-0.017999999225139618,-9.805099487304688;-0.003490658476948738,-0.0015358896926045418,-0.007627088576555252;-1.0612000226974487,-0.2466999888420105,-0.5015999674797058;0.0,0.0,0.0;0.0;-0.667834997177124,-0.7442579865455627,-0.00506300013512373;0.0
